loc_latitude,loc_longitude,loc_state,loc_region,loc_city,loc_neighborhood,user_id,loc_zip_code,contract_product,contract_status,contract_type,user_age_group
42.609600630631384,-82.88550899805097,OHIO,MIDWEST,Columbus,Residential North,MEM_000016,64898,PLATINUM,CANCELLED,LARGE GROUP,59+
36.94719606502162,-120.86354348702889,CALIFORNIA,WEST,San Diego,Harbor Side,MEM_000017,14921,PLATINUM,ACTIVE,SMALL BUSINESS,19-23
34.74264826075148,-82.37732493362991,GEORGIA,SOUTH,Columbus,Downtown,MEM_000018,23172,GOLD,ACTIVE,INDIVIDUAL,59+
36.1234943539467,-120.26157918372704,CALIFORNIA,WEST,San Diego,Financial District,MEM_000019,77866,DIAMOND,ACTIVE,SMALL BUSINESS,19-23
40.32556832824328,-89.48742694267432,ILLINOIS,MIDWEST,Naperville,Harbor Side,MEM_000020,73867,SILVER,CANCELLED,SMALL BUSINESS,24-28
42.029794670586,-89.62398017278747,ILLINOIS,MIDWEST,Rockford,Suburbs,MEM_000021,42201,BRONZE,ACTIVE,LARGE GROUP,0-18
41.68732955322409,-88.06133749364307,ILLINOIS,MIDWEST,Rockford,Financial District,MEM_000022,69792,SILVER,ACTIVE,SMALL BUSINESS,19-23
40.763699216039434,-74.79117927303099,NEW YORK,NORTHEAST,Rochester,Financial District,MEM_000023,70969,GOLD,ACTIVE,SMALL BUSINESS,49-53
40.586799116624576,-83.76389079974284,OHIO,MIDWEST,Cincinnati,West End,MEM_000024,85916,PLATINUM,ACTIVE,LARGE GROUP,59+
41.26244947381355,-73.87800656630522,NEW YORK,NORTHEAST,New York City,Park Avenue,MEM_000025,85356,DIAMOND,ACTIVE,INDIVIDUAL,39-43
42.630883042659796,-73.93944245273198,NEW YORK,NORTHEAST,New York City,West End,MEM_000026,11439,SILVER,ACTIVE,SMALL BUSINESS,29-33
41.11860938644612,-87.51238990239668,ILLINOIS,MIDWEST,Naperville,West End,MEM_000027,25997,BRONZE,ACTIVE,INDIVIDUAL,44-48
31.338848370982358,-99.15423099912967,TEXAS,SOUTH,Austin,Residential North,MEM_000028,45871,PLATINUM,ACTIVE,LARGE GROUP,44-48
36.24350073508225,-119.94160754985155,CALIFORNIA,WEST,Los Angeles,Harbor Side,MEM_000029,47032,DIAMOND,ACTIVE,ASSOCIATION,24-28
40.27847173331751,-74.10298765651243,NEW YORK,NORTHEAST,New York City,Suburbs,MEM_000030,39713,GOLD,ACTIVE,LARGE GROUP,0-18
37.696944054194454,-79.75181862775855,PENNSYLVANIA,NORTHEAST,Allentown,Park Avenue,MEM_000031,33854,GOLD,ACTIVE,LARGE GROUP,0-18
35.03110613383099,-119.75870991184787,CALIFORNIA,WEST,Los Angeles,Suburbs,MEM_000032,17437,DIAMOND,ACTIVE,SMALL BUSINESS,0-18
42.429696482430685,-77.92072684269519,PENNSYLVANIA,NORTHEAST,Allentown,West End,MEM_000033,33771,GOLD,ACTIVE,SMALL BUSINESS,49-53
30.95230056529034,-99.441946978337,TEXAS,SOUTH,Houston,West End,MEM_000034,51517,DIAMOND,ACTIVE,LARGE GROUP,59+
41.03125858397028,-83.98090939757253,OHIO,MIDWEST,Cleveland,West End,MEM_000035,37240,DIAMOND,ACTIVE,SMALL BUSINESS,29-33
25.33544234475597,-81.8743959815453,FLORIDA,SOUTH,Tampa,Industrial Zone,MEM_000036,30884,SILVER,CANCELLED,INDIVIDUAL,0-18
40.25530015921703,-74.36384414626517,NEW YORK,NORTHEAST,Rochester,Industrial Zone,MEM_000037,20174,PLATINUM,CANCELLED,LARGE GROUP,59+
31.795723757829926,-101.24212449996219,TEXAS,SOUTH,Austin,Downtown,MEM_000038,92304,DIAMOND,ACTIVE,LARGE GROUP,29-33
36.96659519636558,-119.4979851757113,CALIFORNIA,WEST,San Francisco,West End,MEM_000039,59141,PLATINUM,CANCELLED,LARGE GROUP,24-28
35.32380964629649,-119.48939376886031,CALIFORNIA,WEST,Los Angeles,Park Avenue,MEM_000040,29116,GOLD,CANCELLED,SMALL BUSINESS,49-53
33.571064263914025,-84.44383747214032,GEORGIA,SOUTH,Augusta,Harbor Side,MEM_000041,95616,GOLD,ACTIVE,SMALL BUSINESS,0-18
26.98840063778432,-79.4432629610534,FLORIDA,SOUTH,Jacksonville,Industrial Zone,MEM_000042,99578,SILVER,CANCELLED,SMALL BUSINESS,19-23
33.45534698924249,-85.44142914436813,GEORGIA,SOUTH,Columbus,Harbor Side,MEM_000043,93843,DIAMOND,ACTIVE,LARGE GROUP,54-58
43.261683483704395,-75.58837857456459,NEW YORK,NORTHEAST,New York City,Industrial Zone,MEM_000044,17344,PLATINUM,ACTIVE,INDIVIDUAL,19-23
35.544497854001264,-118.65643526164583,CALIFORNIA,WEST,Los Angeles,Suburbs,MEM_000045,96195,SILVER,ACTIVE,LARGE GROUP,44-48
33.17870045829372,-86.79871115565109,GEORGIA,SOUTH,Atlanta,Suburbs,MEM_000046,11700,GOLD,ACTIVE,LARGE GROUP,0-18
37.64888494241909,-116.9953957510714,CALIFORNIA,WEST,San Diego,Downtown,MEM_000047,57033,BRONZE,ACTIVE,ASSOCIATION,59+
42.297406728556744,-78.42703625394968,PENNSYLVANIA,NORTHEAST,Philadelphia,Industrial Zone,MEM_000048,63937,BRONZE,ACTIVE,ASSOCIATION,19-23
29.077244695166257,-82.0270975922008,FLORIDA,SOUTH,Jacksonville,West End,MEM_000049,10923,SILVER,ACTIVE,ASSOCIATION,19-23
41.459791766810866,-84.56415161076059,OHIO,MIDWEST,Columbus,West End,MEM_000050,49435,SILVER,ACTIVE,ASSOCIATION,54-58
40.3677886014893,-83.63452536055536,OHIO,MIDWEST,Dayton,Harbor Side,MEM_000051,31252,GOLD,ACTIVE,LARGE GROUP,34-38
27.25249139867305,-82.17661728054009,FLORIDA,SOUTH,Jacksonville,Industrial Zone,MEM_000052,97529,PLATINUM,ACTIVE,LARGE GROUP,34-38
37.40663114408793,-120.83359065980149,CALIFORNIA,WEST,Los Angeles,Financial District,MEM_000053,67648,BRONZE,ACTIVE,LARGE GROUP,54-58
35.12505502740607,-83.04550312885355,GEORGIA,SOUTH,Savannah,Harbor Side,MEM_000054,17018,BRONZE,ACTIVE,INDIVIDUAL,44-48
38.96783408701725,-78.0614673925074,PENNSYLVANIA,NORTHEAST,Pittsburgh,Residential North,MEM_000055,52091,PLATINUM,ACTIVE,ASSOCIATION,24-28
28.12429199634953,-81.98904912591708,FLORIDA,SOUTH,Miami,Harbor Side,MEM_000056,86317,DIAMOND,ACTIVE,ASSOCIATION,19-23
41.774594403110754,-89.84684718311333,ILLINOIS,MIDWEST,Chicago,Suburbs,MEM_000057,28911,SILVER,CANCELLED,LARGE GROUP,44-48
24.80859887599567,-80.35283681658636,FLORIDA,SOUTH,Orlando,Park Avenue,MEM_000058,96435,PLATINUM,ACTIVE,INDIVIDUAL,34-38
43.72264102269148,-88.15375266414945,ILLINOIS,MIDWEST,Aurora,Financial District,MEM_000059,65616,BRONZE,ACTIVE,ASSOCIATION,24-28
41.36286071070181,-73.55930376696902,NEW YORK,NORTHEAST,New York City,Downtown,MEM_000060,78191,BRONZE,ACTIVE,LARGE GROUP,0-18
32.04869051136116,-99.70279053840946,TEXAS,SOUTH,Dallas,Harbor Side,MEM_000061,90435,DIAMOND,ACTIVE,ASSOCIATION,34-38
31.40135221638691,-84.72273061546811,GEORGIA,SOUTH,Atlanta,Park Avenue,MEM_000062,68897,DIAMOND,ACTIVE,SMALL BUSINESS,19-23
35.00100144121524,-120.03682830376782,CALIFORNIA,WEST,Los Angeles,Financial District,MEM_000063,78261,BRONZE,ACTIVE,SMALL BUSINESS,49-53
31.744147772863435,-100.59651747053145,TEXAS,SOUTH,Austin,Residential North,MEM_000064,21756,DIAMOND,ACTIVE,ASSOCIATION,59+
28.041499651699407,-84.67138962796608,FLORIDA,SOUTH,Miami,Park Avenue,MEM_000065,88784,PLATINUM,CANCELLED,INDIVIDUAL,59+
41.42739464044958,-88.22000581294373,ILLINOIS,MIDWEST,Aurora,Suburbs,MEM_000066,46724,GOLD,CANCELLED,LARGE GROUP,44-48
40.803326906628925,-72.09616520362752,NEW YORK,NORTHEAST,Albany,Financial District,MEM_000067,12137,PLATINUM,ACTIVE,INDIVIDUAL,29-33
41.112090936731,-78.47442233414718,PENNSYLVANIA,NORTHEAST,Philadelphia,Residential North,MEM_000068,85545,BRONZE,CANCELLED,SMALL BUSINESS,54-58
39.6756885262296,-76.73279729706823,PENNSYLVANIA,NORTHEAST,Erie,Harbor Side,MEM_000069,77757,DIAMOND,ACTIVE,INDIVIDUAL,54-58
41.81403827551813,-73.92281592341071,NEW YORK,NORTHEAST,Albany,Industrial Zone,MEM_000070,52650,DIAMOND,ACTIVE,INDIVIDUAL,34-38
43.7747838409942,-86.64303400465057,ILLINOIS,MIDWEST,Chicago,Suburbs,MEM_000071,53478,GOLD,ACTIVE,SMALL BUSINESS,54-58
42.84022575694935,-88.22949301704583,ILLINOIS,MIDWEST,Rockford,Industrial Zone,MEM_000072,84479,PLATINUM,ACTIVE,SMALL BUSINESS,34-38
40.42103973340187,-76.13147019943803,NEW YORK,NORTHEAST,Buffalo,Financial District,MEM_000073,36869,DIAMOND,ACTIVE,ASSOCIATION,54-58
29.303520746802864,-82.23815805369378,FLORIDA,SOUTH,Miami,Downtown,MEM_000074,88990,GOLD,ACTIVE,LARGE GROUP,34-38
40.3797374180216,-74.01380220044878,NEW YORK,NORTHEAST,Buffalo,Suburbs,MEM_000075,64368,GOLD,ACTIVE,SMALL BUSINESS,19-23
41.550354808490326,-86.00543976216093,ILLINOIS,MIDWEST,Naperville,West End,MEM_000076,34079,GOLD,ACTIVE,INDIVIDUAL,59+
40.834853676014006,-88.93836449170932,ILLINOIS,MIDWEST,Rockford,West End,MEM_000077,73824,GOLD,ACTIVE,LARGE GROUP,34-38
26.43532953872419,-80.47619245407161,FLORIDA,SOUTH,Tampa,West End,MEM_000078,93043,GOLD,ACTIVE,ASSOCIATION,19-23
41.390807038722805,-86.58108101392973,ILLINOIS,MIDWEST,Naperville,Residential North,MEM_000079,42921,BRONZE,ACTIVE,ASSOCIATION,59+
42.93742306113459,-88.45767539290797,ILLINOIS,MIDWEST,Naperville,Downtown,MEM_000080,26565,GOLD,CANCELLED,ASSOCIATION,24-28
36.90406339417362,-120.38047481214859,CALIFORNIA,WEST,San Jose,West End,MEM_000081,26930,GOLD,CANCELLED,LARGE GROUP,34-38
40.3904310077807,-89.24267347178468,ILLINOIS,MIDWEST,Aurora,West End,MEM_000082,22955,GOLD,ACTIVE,LARGE GROUP,19-23
33.65312450148419,-85.08855639654234,GEORGIA,SOUTH,Atlanta,Downtown,MEM_000083,91899,GOLD,ACTIVE,INDIVIDUAL,34-38
33.29878129340513,-84.72895394602439,GEORGIA,SOUTH,Atlanta,Industrial Zone,MEM_000084,71274,SILVER,ACTIVE,LARGE GROUP,19-23
40.236588634593815,-73.47319651383228,NEW YORK,NORTHEAST,Albany,Harbor Side,MEM_000085,71606,BRONZE,ACTIVE,SMALL BUSINESS,54-58
39.92747758968717,-75.52527278853138,PENNSYLVANIA,NORTHEAST,Pittsburgh,Residential North,MEM_000086,90607,GOLD,ACTIVE,INDIVIDUAL,19-23
31.17155551058887,-98.19560122658754,TEXAS,SOUTH,San Antonio,Downtown,MEM_000087,61745,GOLD,ACTIVE,SMALL BUSINESS,59+
39.06784423120263,-71.62994582382213,NEW YORK,NORTHEAST,Albany,Park Avenue,MEM_000088,47911,DIAMOND,CANCELLED,ASSOCIATION,19-23
44.28113268829926,-78.4803574246227,PENNSYLVANIA,NORTHEAST,Erie,Residential North,MEM_000089,97295,GOLD,CANCELLED,SMALL BUSINESS,44-48
32.166982873404365,-83.52914602004921,GEORGIA,SOUTH,Columbus,Suburbs,MEM_000090,51559,GOLD,CANCELLED,ASSOCIATION,24-28
40.58238699945469,-76.84792635456438,PENNSYLVANIA,NORTHEAST,Philadelphia,Park Avenue,MEM_000091,82533,GOLD,CANCELLED,LARGE GROUP,54-58
30.488456019414308,-98.30521203031958,TEXAS,SOUTH,San Antonio,Industrial Zone,MEM_000092,17935,BRONZE,CANCELLED,LARGE GROUP,0-18
26.585947337581842,-82.65557458900413,FLORIDA,SOUTH,Miami,Harbor Side,MEM_000093,75804,PLATINUM,CANCELLED,ASSOCIATION,0-18
36.23456797375288,-120.17673955863447,CALIFORNIA,WEST,San Diego,Downtown,MEM_000094,55438,SILVER,ACTIVE,INDIVIDUAL,49-53
25.86424106484134,-81.16508816545944,FLORIDA,SOUTH,Tampa,West End,MEM_000095,61532,GOLD,CANCELLED,SMALL BUSINESS,49-53
31.01603399012918,-101.51650477112481,TEXAS,SOUTH,Dallas,Park Avenue,MEM_000096,60186,BRONZE,ACTIVE,SMALL BUSINESS,39-43
40.95260811319913,-79.26991796783763,PENNSYLVANIA,NORTHEAST,Pittsburgh,Residential North,MEM_000097,96612,BRONZE,ACTIVE,ASSOCIATION,29-33
34.50807000560526,-85.38108396022135,GEORGIA,SOUTH,Atlanta,Residential North,MEM_000098,80732,PLATINUM,CANCELLED,INDIVIDUAL,19-23
31.5113847895328,-98.83791515573925,TEXAS,SOUTH,Dallas,Residential North,MEM_000099,41844,DIAMOND,ACTIVE,ASSOCIATION,54-58
32.0835679612382,-83.28507057901037,GEORGIA,SOUTH,Augusta,West End,MEM_000100,45685,DIAMOND,ACTIVE,SMALL BUSINESS,29-33
33.52657570063279,-83.29656703695262,GEORGIA,SOUTH,Atlanta,Park Avenue,MEM_000101,80580,GOLD,ACTIVE,SMALL BUSINESS,54-58
37.809653088398704,-119.43307567485907,CALIFORNIA,WEST,San Diego,Suburbs,MEM_000102,40483,SILVER,ACTIVE,ASSOCIATION,24-28
40.668528341267155,-84.25559573648833,OHIO,MIDWEST,Cleveland,Harbor Side,MEM_000103,70223,GOLD,ACTIVE,INDIVIDUAL,29-33
39.33586430365271,-82.56983956268364,OHIO,MIDWEST,Cleveland,Harbor Side,MEM_000104,58977,GOLD,ACTIVE,ASSOCIATION,34-38
40.59170984033629,-83.90389403803448,OHIO,MIDWEST,Cincinnati,West End,MEM_000105,93627,BRONZE,ACTIVE,LARGE GROUP,59+
32.71546681532104,-83.06370104720037,GEORGIA,SOUTH,Savannah,West End,MEM_000106,44592,BRONZE,ACTIVE,SMALL BUSINESS,54-58
40.568321391412155,-75.3515196410522,NEW YORK,NORTHEAST,New York City,Suburbs,MEM_000107,28785,BRONZE,ACTIVE,INDIVIDUAL,29-33
40.693960815917634,-76.86937530870613,PENNSYLVANIA,NORTHEAST,Philadelphia,Suburbs,MEM_000108,22711,DIAMOND,ACTIVE,ASSOCIATION,44-48
39.18307112161815,-73.49513004609322,NEW YORK,NORTHEAST,New York City,West End,MEM_000109,12274,DIAMOND,CANCELLED,INDIVIDUAL,34-38
40.977216827506695,-80.97305420319779,OHIO,MIDWEST,Cleveland,Suburbs,MEM_000110,12815,BRONZE,ACTIVE,SMALL BUSINESS,34-38
44.15797137575578,-88.36791407185594,ILLINOIS,MIDWEST,Naperville,Downtown,MEM_000111,35199,SILVER,ACTIVE,SMALL BUSINESS,34-38
39.680800349970625,-84.82549959039808,OHIO,MIDWEST,Columbus,Suburbs,MEM_000112,96535,BRONZE,ACTIVE,SMALL BUSINESS,54-58
41.05630551461404,-73.96767765999219,NEW YORK,NORTHEAST,Rochester,Suburbs,MEM_000113,92603,BRONZE,ACTIVE,SMALL BUSINESS,29-33
31.92302019734639,-101.14925805952801,TEXAS,SOUTH,San Antonio,Harbor Side,MEM_000114,27151,DIAMOND,ACTIVE,ASSOCIATION,0-18
39.47102544829406,-82.40377032491025,OHIO,MIDWEST,Columbus,Residential North,MEM_000115,36442,GOLD,ACTIVE,ASSOCIATION,0-18
42.93808317489311,-86.11254252939791,ILLINOIS,MIDWEST,Naperville,Residential North,MEM_000116,59097,SILVER,ACTIVE,LARGE GROUP,0-18
40.47791322865057,-74.12328624935964,NEW YORK,NORTHEAST,Albany,Industrial Zone,MEM_000117,75502,PLATINUM,ACTIVE,LARGE GROUP,44-48
28.791857581341308,-82.41866222884964,FLORIDA,SOUTH,Jacksonville,Park Avenue,MEM_000118,96481,DIAMOND,ACTIVE,LARGE GROUP,34-38
40.90314258750449,-72.9227780551518,NEW YORK,NORTHEAST,Buffalo,Park Avenue,MEM_000119,17841,PLATINUM,ACTIVE,LARGE GROUP,54-58
39.6079054352999,-83.09332150645737,OHIO,MIDWEST,Dayton,Downtown,MEM_000120,90432,PLATINUM,ACTIVE,ASSOCIATION,34-38
30.821425485649765,-100.159365461983,TEXAS,SOUTH,Dallas,Residential North,MEM_000121,72942,DIAMOND,ACTIVE,LARGE GROUP,19-23
41.72910424427947,-89.42967477876508,ILLINOIS,MIDWEST,Rockford,Residential North,MEM_000122,29209,BRONZE,ACTIVE,LARGE GROUP,19-23
27.502308950459593,-83.57698355565641,FLORIDA,SOUTH,Jacksonville,Downtown,MEM_000123,49776,BRONZE,ACTIVE,INDIVIDUAL,34-38
41.61330958202254,-73.35360910409088,NEW YORK,NORTHEAST,Buffalo,Park Avenue,MEM_000124,80094,GOLD,ACTIVE,INDIVIDUAL,54-58
41.07958206573399,-72.87791952392583,NEW YORK,NORTHEAST,Albany,Residential North,MEM_000125,30810,PLATINUM,CANCELLED,LARGE GROUP,49-53
42.06131169480189,-72.83122643891105,NEW YORK,NORTHEAST,Rochester,Financial District,MEM_000126,68243,SILVER,ACTIVE,ASSOCIATION,59+
31.886848073660246,-101.20172266799301,TEXAS,SOUTH,Houston,West End,MEM_000127,44196,GOLD,ACTIVE,SMALL BUSINESS,39-43
28.099288084744124,-79.81470948966945,FLORIDA,SOUTH,Miami,Industrial Zone,MEM_000128,72052,SILVER,ACTIVE,LARGE GROUP,34-38
38.95992406574146,-83.12981347195755,OHIO,MIDWEST,Dayton,West End,MEM_000129,60745,DIAMOND,ACTIVE,INDIVIDUAL,59+
43.373523088092284,-78.4721725558747,PENNSYLVANIA,NORTHEAST,Pittsburgh,Harbor Side,MEM_000130,43349,DIAMOND,ACTIVE,LARGE GROUP,54-58
43.189770277775764,-87.13761097731268,ILLINOIS,MIDWEST,Aurora,Industrial Zone,MEM_000131,99601,SILVER,ACTIVE,ASSOCIATION,0-18
41.94313450612155,-84.08183274341769,OHIO,MIDWEST,Cincinnati,Downtown,MEM_000132,79978,DIAMOND,CANCELLED,INDIVIDUAL,39-43
31.260674156908664,-99.53695314070693,TEXAS,SOUTH,Austin,Industrial Zone,MEM_000133,80433,PLATINUM,CANCELLED,SMALL BUSINESS,34-38
36.26846001475886,-120.53039130248594,CALIFORNIA,WEST,San Francisco,Suburbs,MEM_000134,92373,SILVER,CANCELLED,SMALL BUSINESS,59+
42.24144316536917,-88.04062339064576,ILLINOIS,MIDWEST,Naperville,Park Avenue,MEM_000135,85823,PLATINUM,CANCELLED,ASSOCIATION,19-23
39.36749030333237,-84.56935810770922,OHIO,MIDWEST,Columbus,Harbor Side,MEM_000136,52362,DIAMOND,CANCELLED,INDIVIDUAL,29-33
35.28297385808127,-120.460794947302,CALIFORNIA,WEST,San Francisco,West End,MEM_000137,22369,GOLD,ACTIVE,ASSOCIATION,59+
40.35822412247031,-74.13029256385326,NEW YORK,NORTHEAST,New York City,West End,MEM_000138,11121,SILVER,ACTIVE,ASSOCIATION,0-18
29.87204086287946,-102.0074669575786,TEXAS,SOUTH,San Antonio,Harbor Side,MEM_000139,47667,BRONZE,ACTIVE,SMALL BUSINESS,0-18
43.17064892069711,-89.04803438321528,ILLINOIS,MIDWEST,Rockford,Industrial Zone,MEM_000140,66049,PLATINUM,CANCELLED,ASSOCIATION,39-43
41.5957360283057,-75.98185129453775,PENNSYLVANIA,NORTHEAST,Pittsburgh,Downtown,MEM_000141,25016,BRONZE,ACTIVE,INDIVIDUAL,49-53
41.59117447655621,-78.78191443193887,PENNSYLVANIA,NORTHEAST,Pittsburgh,Park Avenue,MEM_000142,75078,DIAMOND,ACTIVE,LARGE GROUP,39-43
40.988233452442984,-83.70735553497049,OHIO,MIDWEST,Cleveland,Suburbs,MEM_000143,51573,GOLD,ACTIVE,INDIVIDUAL,39-43
32.698088693666854,-99.2056587577149,TEXAS,SOUTH,San Antonio,Financial District,MEM_000144,46819,SILVER,ACTIVE,ASSOCIATION,59+
39.773464418671196,-75.99199345498916,PENNSYLVANIA,NORTHEAST,Allentown,Park Avenue,MEM_000145,20412,BRONZE,CANCELLED,SMALL BUSINESS,44-48
33.002147201981145,-82.08528064866813,GEORGIA,SOUTH,Savannah,Downtown,MEM_000146,19959,GOLD,ACTIVE,INDIVIDUAL,19-23
42.63659151928812,-74.49666944356892,NEW YORK,NORTHEAST,New York City,Financial District,MEM_000147,41066,BRONZE,ACTIVE,LARGE GROUP,44-48
40.065624693833264,-73.90694033973466,NEW YORK,NORTHEAST,Buffalo,Harbor Side,MEM_000148,44307,DIAMOND,ACTIVE,ASSOCIATION,29-33
39.3431420548869,-82.63250225658014,OHIO,MIDWEST,Cleveland,Residential North,MEM_000149,16300,PLATINUM,ACTIVE,ASSOCIATION,29-33
40.8692427352906,-83.30456418174477,OHIO,MIDWEST,Cleveland,Industrial Zone,MEM_000150,52445,SILVER,ACTIVE,LARGE GROUP,59+
40.072273533043415,-77.55569104665543,PENNSYLVANIA,NORTHEAST,Erie,Residential North,MEM_000151,24748,PLATINUM,ACTIVE,LARGE GROUP,0-18
40.9846703320313,-77.02406532693703,PENNSYLVANIA,NORTHEAST,Philadelphia,Suburbs,MEM_000152,20284,GOLD,ACTIVE,ASSOCIATION,29-33
30.86824024157334,-99.13102769049254,TEXAS,SOUTH,Dallas,Residential North,MEM_000153,62363,PLATINUM,ACTIVE,ASSOCIATION,59+
31.129400605541477,-101.62965497063037,TEXAS,SOUTH,Houston,Downtown,MEM_000154,80414,BRONZE,ACTIVE,SMALL BUSINESS,44-48
39.393286530805895,-76.39540294867453,PENNSYLVANIA,NORTHEAST,Allentown,Residential North,MEM_000155,85366,SILVER,ACTIVE,ASSOCIATION,54-58
41.5068517783499,-72.15939496380504,NEW YORK,NORTHEAST,Albany,Downtown,MEM_000156,11602,GOLD,ACTIVE,ASSOCIATION,59+
30.282237878680476,-79.15468012904523,FLORIDA,SOUTH,Orlando,Financial District,MEM_000157,85596,SILVER,CANCELLED,SMALL BUSINESS,44-48
40.32823814730378,-83.46624952127844,OHIO,MIDWEST,Columbus,Harbor Side,MEM_000158,75239,BRONZE,ACTIVE,LARGE GROUP,39-43
35.28227635623192,-120.80779357464793,CALIFORNIA,WEST,San Francisco,Park Avenue,MEM_000159,87498,PLATINUM,ACTIVE,SMALL BUSINESS,44-48
42.0259376356002,-86.20825960253934,ILLINOIS,MIDWEST,Rockford,Residential North,MEM_000160,77447,SILVER,ACTIVE,ASSOCIATION,19-23
33.08544681333779,-86.46530144211059,GEORGIA,SOUTH,Savannah,Park Avenue,MEM_000161,65559,DIAMOND,CANCELLED,SMALL BUSINESS,29-33
36.36287996078314,-118.85900934942714,CALIFORNIA,WEST,Los Angeles,Financial District,MEM_000162,84810,SILVER,ACTIVE,LARGE GROUP,59+
41.28926905499848,-86.84642910123114,ILLINOIS,MIDWEST,Naperville,Suburbs,MEM_000163,29118,BRONZE,ACTIVE,ASSOCIATION,19-23
40.892476647236016,-77.99739612524618,PENNSYLVANIA,NORTHEAST,Erie,Industrial Zone,MEM_000164,62945,DIAMOND,ACTIVE,SMALL BUSINESS,44-48
41.47434868942526,-74.30183077003204,NEW YORK,NORTHEAST,Buffalo,Park Avenue,MEM_000165,76045,GOLD,CANCELLED,INDIVIDUAL,34-38
39.4320377144834,-76.66083179358323,PENNSYLVANIA,NORTHEAST,Philadelphia,Residential North,MEM_000166,32281,SILVER,ACTIVE,LARGE GROUP,29-33
41.79608476523639,-87.25714844933569,ILLINOIS,MIDWEST,Rockford,Financial District,MEM_000167,89916,SILVER,CANCELLED,SMALL BUSINESS,49-53
40.16965983720585,-77.00034556668044,PENNSYLVANIA,NORTHEAST,Pittsburgh,Park Avenue,MEM_000168,91950,BRONZE,ACTIVE,ASSOCIATION,49-53
39.53858153706418,-83.05444251253809,OHIO,MIDWEST,Cleveland,Park Avenue,MEM_000169,82059,SILVER,ACTIVE,LARGE GROUP,19-23
38.5037343764459,-117.4199659022449,CALIFORNIA,WEST,San Diego,Residential North,MEM_000170,47044,SILVER,ACTIVE,SMALL BUSINESS,29-33
42.34008389122855,-74.97781498460796,NEW YORK,NORTHEAST,Buffalo,Park Avenue,MEM_000171,45249,DIAMOND,CANCELLED,SMALL BUSINESS,54-58
26.81475757605993,-81.43191720482622,FLORIDA,SOUTH,Miami,Industrial Zone,MEM_000172,37226,DIAMOND,ACTIVE,SMALL BUSINESS,39-43
29.17841697706551,-101.43353512091306,TEXAS,SOUTH,Austin,Harbor Side,MEM_000173,15241,PLATINUM,ACTIVE,INDIVIDUAL,34-38
43.36300046398234,-90.64615693027203,ILLINOIS,MIDWEST,Aurora,Suburbs,MEM_000174,57090,BRONZE,ACTIVE,INDIVIDUAL,29-33
